Function	Depth	Time(s)	Result
Map.keys	8	742.65	Complete (Passed 2662)
Map.foldlWithKey'	8	900.01	TimeOut
Map.fromAscListWith	2	4.51	Complete (Passed 10)
Map.toAscList	7	133.86	Complete (Passed 985)
Map.fromAscListWith	3	4.48	Complete (Passed 35)
Map.fromAscListWith	4	6.33	Complete (Passed 126)
Map.fromAscListWith	5	9.78	Complete (Passed 462)
Map.toDescList	7	134.45	Complete (Passed 985)
Map.fromAscListWith	6	34.71	Complete (Passed 1716)
Map.fromAscList	7	172.49	Complete (Passed 6435)
Map.assocs	8	754.21	Complete (Passed 2662)
Map.fromAscListWith	7	176.75	Complete (Passed 6435)
Map.fromList	6	900.10	TimeOut
Map.fromAscListWithKey	2	4.63	Complete (Passed 10)
Map.fromAscListWithKey	3	5.17	Complete (Passed 35)
Map.fromAscListWithKey	4	6.13	Complete (Passed 126)
Map.fromAscListWithKey	5	11.23	Complete (Passed 462)
Map.fromListWith	6	900.03	TimeOut
Map.fromDistinctAscList	2	4.52	Complete (Passed 7)
Map.fromAscListWithKey	6	36.46	Complete (Passed 1716)
Map.fromDistinctAscList	3	4.62	Complete (Passed 15)
Map.fromDistinctAscList	4	4.71	Complete (Passed 31)
Map.fromDistinctAscList	5	5.28	Complete (Passed 63)
Map.fromDistinctAscList	6	6.80	Complete (Passed 127)
Map.fromDistinctAscList	7	9.76	Complete (Passed 255)
Map.fromDistinctAscList	8	16.05	Complete (Passed 511)
Map.fromDistinctAscList	9	31.61	Complete (Passed 1023)
Map.toList	8	753.98	Complete (Passed 2662)
Map.fromDistinctAscList	10	68.18	Complete (Passed 2047)
Map.fromAscListWithKey	7	175.96	Complete (Passed 6435)
Map.elems	9	900.02	TimeOut
Map.split	2	4.97	Complete (Passed 30)
Map.split	3	5.66	Complete (Passed 84)
Map.toAscList	8	756.56	Complete (Passed 2662)
Map.split	4	10.25	Complete (Passed 280)
Map.fromDistinctAscList	11	147.67	Complete (Passed 4095)
Map.split	5	39.19	Complete (Passed 918)
Map.toDescList	8	759.02	Complete (Passed 2662)
Map.fromListWithKey	6	900.02	TimeOut
Map.splitLookup	2	4.97	Complete (Passed 30)
Map.splitLookup	3	5.39	Complete (Passed 84)
Map.splitLookup	4	10.12	Complete (Passed 280)
Map.keys	9	900.02	TimeOut
Map.splitLookup	5	40.77	Complete (Passed 918)
Map.split	6	188.76	Complete (Passed 2653)
Map.fromAscList	8	900.01	TimeOut
Map.splitLookup	6	185.02	Complete (Passed 2653)
Map.assocs	9	900.01	TimeOut
Map.fromDistinctAscList	12	334.90	Complete (Passed 8191)
Map.fromAscListWith	8	900.00	TimeOut
Map.toList	9	900.02	TimeOut
Map.fromAscListWithKey	8	900.04	TimeOut
Map.toAscList	9	900.01	TimeOut
Map.toDescList	9	900.32	TimeOut
Map.isSubmapOfBy	4	5600.59	TimeOut
Map.split	7	859.98	Complete (Passed 7880)
Map.fromDistinctAscList	13	750.46	Complete (Passed 16383)
Map.splitLookup	7	838.19	Complete (Passed 7880)
Map.split	8	900.05	TimeOut
Map.fromDistinctAscList	14	900.02	TimeOut
Map.splitLookup	8	900.03	TimeOut
