Function	Depth	Time(s)	Result
Map.fromDistinctAscList	9	26.41	Complete (Passed 1023)
Map.splitLookup	5	36.66	Complete (Passed 918)
Map.fromDistinctAscList	10	53.51	Complete (Passed 2047)
Map.fromAscList	7	149.65	Complete (Passed 6435)
Map.fromAscListWith	7	151.08	Complete (Passed 6435)
Map.fromAscListWithKey	7	148.91	Complete (Passed 6435)
Map.fromListWith	6	300.02	TimeOut
Map.split	6	167.66	Complete (Passed 2653)
Map.toList	8	300.01	TimeOut
Map.toAscList	8	300.00	TimeOut
Map.fromDistinctAscList	11	120.56	Complete (Passed 4095)
Map.splitLookup	6	168.04	Complete (Passed 2653)
Map.fromListWithKey	6	300.04	TimeOut
Map.toDescList	8	300.00	TimeOut
Map.fromAscList	8	300.10	TimeOut
Map.fromAscListWith	8	300.01	TimeOut
Map.fromAscListWithKey	8	300.02	TimeOut
Map.fromDistinctAscList	12	243.87	Complete (Passed 8191)
Map.split	7	300.04	TimeOut
Map.splitLookup	7	300.02	TimeOut
Map.fromDistinctAscList	13	300.10	TimeOut
