Function	Depth	Time(s)	Result
Map.elems	8	755.63	Complete (Passed 2662)
Map.foldr	9	1800.03	TimeOut
Map.fromList	2	4.57	Complete (Passed 13)
Map.fromList	3	4.90	Complete (Passed 85)
Map.fromList	4	15.81	Complete (Passed 781)
Map.foldrWithKey'	8	1100.23	Complete (Passed 2662)
Map.keys	8	749.01	Complete (Passed 2662)
Map.foldlWithKey	8	1100.57	Complete (Passed 2662)
Map.foldlWithKey'	8	1099.59	Complete (Passed 2662)
Map.fromList	5	229.01	Complete (Passed 9331)
Map.assocs	8	766.04	Complete (Passed 2662)
Map.filter	7	4587.12	TimeOut
Map.fromListWith	2	4.40	Complete (Passed 13)
Map.fromListWith	3	4.91	Complete (Passed 85)
Map.fromListWith	4	14.01	Complete (Passed 781)
Map.fromListWith	5	216.54	Complete (Passed 9331)
Map.foldr'	9	1800.06	TimeOut
Map.fromListWithKey	2	4.70	Complete (Passed 13)
Map.fromListWithKey	3	5.24	Complete (Passed 85)
Map.fromListWithKey	4	14.02	Complete (Passed 781)
Map.foldl	9	1800.56	TimeOut
Map.toList	2	4.46	Complete (Passed 10)
Map.toList	3	4.58	Complete (Passed 21)
Map.toList	4	5.65	Complete (Passed 56)
Map.toList	5	10.17	Complete (Passed 153)
Map.toList	6	29.79	Complete (Passed 379)
Map.fromListWithKey	5	220.24	Complete (Passed 9331)
Map.toList	7	129.87	Complete (Passed 985)
Map.foldl'	9	1800.77	TimeOut
Map.toAscList	2	4.85	Complete (Passed 10)
Map.toAscList	3	4.88	Complete (Passed 21)
Map.toAscList	4	6.17	Complete (Passed 56)
Map.toAscList	5	10.47	Complete (Passed 153)
Map.toAscList	6	28.89	Complete (Passed 379)
Map.toAscList	7	129.79	Complete (Passed 985)
Map.foldrWithKey	9	1801.39	TimeOut
Map.toDescList	2	4.90	Complete (Passed 10)
Map.toDescList	3	5.43	Complete (Passed 21)
Map.toDescList	4	5.58	Complete (Passed 56)
Map.toDescList	5	10.24	Complete (Passed 153)
Map.toList	8	728.31	Complete (Passed 2662)
Map.toDescList	6	28.72	Complete (Passed 379)
Map.elems	9	1800.02	TimeOut
Map.fromAscList	2	4.32	Complete (Passed 10)
Map.fromAscList	3	5.04	Complete (Passed 35)
Map.fromAscList	4	5.70	Complete (Passed 126)
Map.fromAscList	5	10.06	Complete (Passed 462)
Map.fromAscList	6	31.25	Complete (Passed 1716)
Map.toDescList	7	130.43	Complete (Passed 985)
Map.fromAscList	7	162.04	Complete (Passed 6435)
Map.foldrWithKey'	9	1800.01	TimeOut
Map.fromAscListWith	2	4.50	Complete (Passed 10)
Map.fromAscListWith	3	4.68	Complete (Passed 35)
Map.keys	9	1800.01	TimeOut
Map.fromAscListWith	4	5.36	Complete (Passed 126)
Map.fromAscListWithKey	2	4.48	Complete (Passed 10)
Map.fromAscListWithKey	3	4.82	Complete (Passed 35)
Map.fromAscListWith	5	10.97	Complete (Passed 462)
Map.fromAscListWithKey	4	6.22	Complete (Passed 126)
Map.fromAscListWithKey	5	9.66	Complete (Passed 462)
Map.toAscList	8	730.25	Complete (Passed 2662)
Map.fromAscListWith	6	32.98	Complete (Passed 1716)
Map.foldlWithKey	9	1801.05	TimeOut
Map.fromDistinctAscList	2	4.79	Complete (Passed 7)
Map.fromDistinctAscList	3	4.27	Complete (Passed 15)
Map.fromAscListWithKey	6	33.63	Complete (Passed 1716)
Map.fromDistinctAscList	4	5.04	Complete (Passed 31)
Map.fromDistinctAscList	5	5.22	Complete (Passed 63)
Map.fromDistinctAscList	6	5.91	Complete (Passed 127)
Map.foldlWithKey'	9	1800.63	TimeOut
Map.fromDistinctAscList	7	8.73	Complete (Passed 255)
Map.split	2	4.43	Complete (Passed 30)
Map.split	3	5.59	Complete (Passed 84)
Map.fromDistinctAscList	8	15.13	Complete (Passed 511)
Map.split	4	10.69	Complete (Passed 280)
Map.fromDistinctAscList	9	26.99	Complete (Passed 1023)
Map.split	5	36.04	Complete (Passed 918)
Map.fromList	6	1800.00	TimeOut
Map.splitLookup	2	4.77	Complete (Passed 30)
Map.splitLookup	3	5.60	Complete (Passed 84)
Map.splitLookup	4	10.39	Complete (Passed 280)
Map.assocs	9	1800.01	TimeOut
Map.fromDistinctAscList	10	61.02	Complete (Passed 2047)
Map.splitLookup	5	36.88	Complete (Passed 918)
Map.fromAscListWith	7	160.88	Complete (Passed 6435)
Map.fromAscListWithKey	7	159.47	Complete (Passed 6435)
Map.fromDistinctAscList	11	123.81	Complete (Passed 4095)
Map.split	6	173.89	Complete (Passed 2653)
Map.splitLookup	6	171.22	Complete (Passed 2653)
Map.fromListWith	6	1800.06	TimeOut
Map.toDescList	8	690.85	Complete (Passed 2662)
Map.fromDistinctAscList	12	288.61	Complete (Passed 8191)
Map.fromListWithKey	6	1800.10	TimeOut
Map.fromAscList	8	1180.27	Complete (Passed 24310)
Map.split	7	889.40	Complete (Passed 7880)
Map.splitLookup	7	886.79	Complete (Passed 7880)
Map.fromAscListWith	8	1139.84	Complete (Passed 24310)
Map.fromDistinctAscList	13	759.61	Complete (Passed 16383)
Map.fromAscListWithKey	8	1137.42	Complete (Passed 24310)
Map.toList	9	1800.01	TimeOut
Map.toAscList	9	1800.02	TimeOut
Map.toDescList	9	1800.01	TimeOut
Map.fromAscList	9	1800.01	TimeOut
Map.split	8	1800.00	TimeOut
Map.splitLookup	8	1800.06	TimeOut
Map.fromAscListWith	9	1800.06	TimeOut
Map.fromDistinctAscList	14	1800.01	TimeOut
Map.fromAscListWithKey	9	1800.00	TimeOut
